season,week,name,partner,industry,age,p,rj,q,fr,n,placement,z_judge,z_fan
2,2,Drew Lachey,Cheryl Burke,Musician,29.0,0.135,2,0.1073328583394016,3,9,1,1.196292000760514,0.7745966692414834
2,3,Tia Carrere,Maksim Chmerkoskiy,Entertainer,39.0,0.14285714285714285,3,0.1100203994555577,6,8,6,0.7673657369312415,-0.6546536707079772
2,3,George Hamilton,Edyta Sliwinska,Entertainer,66.0,0.12087912087912088,5,0.10996293764710201,7,8,5,-0.17708440083028656,-1.091089451179962
2,3,Lisa Rinna,Louis van Amstel,Entertainer,42.0,0.13736263736263737,4,0.11004490629887859,5,8,4,0.5312532024908603,-0.2182178902359924
2,3,Stacy Keibler,Tony Dovolani,Athlete,26.0,0.14835164835164835,1,0.11005747143457208,4,8,3,1.003478271371624,0.2182178902359924
2,3,Jerry Rice,Anna Trebunskaya,Athlete,43.0,0.1043956043956044,7,0.14995113302426402,2,8,2,-0.8854220041514328,1.091089451179962
2,3,Giselle Fernandez,Jonathan Roberts,Media/Politics,44.0,0.12087912087912088,6,0.02495113202426373,8,8,8,-0.17708440083028656,-1.5275252316519468
2,3,Master P,Ashly DelGrosso,Musician,35.0,0.07692307692307693,8,0.2749511330242637,1,8,7,-2.0659846763533434,1.5275252316519468
2,3,Drew Lachey,Cheryl Burke,Musician,29.0,0.14835164835164835,2,0.11006088709109822,3,8,1,1.003478271371624,0.6546536707079772
2,4,Tia Carrere,Maksim Chmerkoskiy,Entertainer,39.0,0.15822784810126583,4,0.13921838696845248,6,7,6,0.38696373556508806,-1.0
2,4,George Hamilton,Edyta Sliwinska,Entertainer,66.0,0.13291139240506328,6,0.1385861592534426,7,7,5,-0.2503882994832921,-1.5
2,4,Lisa Rinna,Louis van Amstel,Entertainer,42.0,0.16455696202531644,2,0.1394881589280677,5,7,4,0.5463017443271824,-0.5
2,4,Stacy Keibler,Tony Dovolani,Athlete,26.0,0.16455696202531644,3,0.13962637768769612,4,7,3,0.5463017443271824,-0.0
2,4,Jerry Rice,Anna Trebunskaya,Athlete,43.0,0.1518987341772152,5,0.1459205453338818,2,7,2,0.227625726802993,1.0
2,4,Master P,Ashly DelGrosso,Musician,35.0,0.05063291139240506,7,0.15749658136723113,1,7,7,-2.3217824133905256,1.5
2,4,Drew Lachey,Cheryl Burke,Musician,29.0,0.17721518987341772,1,0.13966379046122826,3,7,1,0.8649777618513724,0.5
2,5,Tia Carrere,Maksim Chmerkoskiy,Entertainer,39.0,0.1456953642384106,6,0.1625110986287316,5,6,6,-1.1851874369484303,-0.8783100656536799
2,5,George Hamilton,Edyta Sliwinska,Entertainer,66.0,0.15894039735099338,4,0.15675251363062329,6,6,5,-0.43664800308626295,-1.4638501094227998
2,5,Lisa Rinna,Louis van Amstel,Entertainer,42.0,0.16556291390728478,3,0.16496200292260377,4,6,4,-0.062378286155179305,-0.29277002188455997
2,5,Stacy Keibler,Tony Dovolani,Athlete,26.0,0.1986754966887417,1,0.1662161608867386,3,6,3,1.8089702985002358,0.29277002188455997
2,5,Jerry Rice,Anna Trebunskaya,Athlete,43.0,0.152317880794702,5,0.1830028589061223,1,6,2,-0.8109177200173466,1.4638501094227998
2,5,Drew Lachey,Cheryl Burke,Musician,29.0,0.17880794701986755,2,0.16655536502518056,2,6,1,0.6861611477069864,0.8783100656536799
2,6,George Hamilton,Edyta Sliwinska,Entertainer,66.0,0.17293233082706766,4,0.11554805736033708,5,5,5,-1.1476380835140088,-1.414213562373095
2,6,Lisa Rinna,Louis van Amstel,Entertainer,42.0,0.20300751879699247,3,0.1821119562495148,4,5,4,0.1275153426126679,-0.7071067811865475
2,6,Stacy Keibler,Tony Dovolani,Athlete,26.0,0.22556390977443608,1,0.19205613252794873,3,5,3,1.0838804122076753,-0.0
2,6,Jerry Rice,Anna Trebunskaya,Athlete,43.0,0.17293233082706766,5,0.3155480583603369,1,5,2,-1.1476380835140088,1.414213562373095
2,6,Drew Lachey,Cheryl Burke,Musician,29.0,0.22556390977443608,2,0.19473579550186257,2,5,1,1.0838804122076753,0.7071067811865475
2,7,Lisa Rinna,Louis van Amstel,Entertainer,42.0,0.25980392156862747,3,0.1468808515298032,4,4,4,0.34299717028501847,-1.3416407864998738
2,7,Stacy Keibler,Tony Dovolani,Athlete,26.0,0.2696078431372549,1,0.21868101967866876,3,4,3,0.6859943405700349,-0.4472135954999579
2,7,Jerry Rice,Anna Trebunskaya,Athlete,43.0,0.20098039215686275,4,0.3968808525298033,1,4,2,-1.7149858514250884,1.3416407864998738
2,7,Drew Lachey,Cheryl Burke,Musician,29.0,0.2696078431372549,2,0.23755727626172468,2,4,1,0.6859943405700349,0.4472135954999579
2,8,Stacy Keibler,Tony Dovolani,Athlete,26.0,0.33992071896021603,2,0.18293308243966935,3,3,3,0.5391717658166594,-1.224744871391589
2,8,Jerry Rice,Anna Trebunskaya,Athlete,43.0,0.31620636785880724,3,0.5162664167730022,1,3,2,-1.4018271801632907,1.224744871391589
2,8,Drew Lachey,Cheryl Burke,Musician,29.0,0.34387291318097685,1,0.30080050078732834,2,3,1,0.862655414346645,-0.0
3,1,Harry Hamlin,Ashly DelGrosso,Entertainer,54.0,0.08629441624365482,8,0.10004934746113767,8,10,9,-0.6878004328521018,-0.8703882797784892
3,1,Vivica A. Fox,Nick Kosovich,Entertainer,42.0,0.1116751269035533,3,0.1001214917776998,7,10,8,0.5859040724295675,-0.5222329678670935
3,1,Monique Coleman,Louis van Amstel,Entertainer,25.0,0.09644670050761421,6,0.10012726315115926,4,10,4,-0.17831863073943405,0.5222329678670935
3,1,Joey Lawrence,Edyta Sliwinska,Entertainer,30.0,0.1065989847715736,5,0.10012731194997249,3,10,3,0.33116317137323364,0.8703882797784892
3,1,Mario Lopez,Karina Smirnoff,Entertainer,32.0,0.1319796954314721,1,0.10012725492977492,5,10,2,1.604867676654903,0.17407765595569785
3,1,Emmitt Smith,Cheryl Burke,Athlete,37.0,0.1218274111675127,2,0.10018696023293762,2,10,1,1.0953858745422353,1.2185435916898848
3,1,Shanna Moakler,Jesse DeSoto,Model,31.0,0.09137055837563451,7,0.09940743503173213,9,10,10,-0.4330595317957679,-1.2185435916898848
3,1,Willa Ford,Maksim Chmerkoskiy,Musician,25.0,0.1116751269035533,4,0.10012610585776857,6,10,7,0.5859040724295675,-0.17407765595569785
3,1,Jerry Springer,Kym Johnson,Entertainer,62.0,0.08121827411167512,9,0.10071304785909699,1,10,5,-0.9425413339084356,1.5666989036012806
3,1,Tucker Carlson,Elena Grinenko,Entertainer,37.0,0.06091370558375635,10,0.09901378174872065,10,10,11,-1.9615049381337704,-1.5666989036012806
3,2,Harry Hamlin,Ashly DelGrosso,Entertainer,54.0,0.10047846889952153,7,0.11045386588032952,8,9,9,-0.7881104062391004,-1.161895003862225
3,2,Vivica A. Fox,Nick Kosovich,Entertainer,42.0,0.11483253588516747,3,0.11124682026031002,7,9,8,0.27583864218368587,-0.7745966692414834
3,2,Monique Coleman,Louis van Amstel,Entertainer,25.0,0.12440191387559808,2,0.11131017748600058,5,9,4,0.9851380077988761,-0.0
3,2,Joey Lawrence,Edyta Sliwinska,Entertainer,30.0,0.13875598086124402,1,0.11131075975873929,3,9,3,2.049087056221662,0.7745966692414834
3,2,Mario Lopez,Karina Smirnoff,Entertainer,32.0,0.10047846889952153,8,0.11131022458402763,4,9,2,-0.7881104062391004,0.3872983346207417
3,2,Emmitt Smith,Cheryl Burke,Athlete,37.0,0.11483253588516747,4,0.11196596004373233,2,9,1,0.27583864218368587,1.161895003862225
3,2,Shanna Moakler,Jesse DeSoto,Model,31.0,0.10526315789473684,6,0.10337531026734124,9,9,10,-0.4334607234315053,-1.5491933384829668
3,2,Willa Ford,Maksim Chmerkoskiy,Musician,25.0,0.11004784688995216,5,0.11129750346653236,6,9,7,-0.07881104062390921,-0.3872983346207417
3,2,Jerry Springer,Kym Johnson,Entertainer,62.0,0.09090909090909091,9,0.11772937825298715,1,9,5,-1.4974097718542905,1.5491933384829668
3,3,Harry Hamlin,Ashly DelGrosso,Entertainer,54.0,0.12087912087912088,3,0.11588833873564675,8,8,9,-0.28474739872574967,-1.5275252316519468
3,3,Vivica A. Fox,Nick Kosovich,Entertainer,42.0,0.14835164835164835,1,0.1245554887861516,7,8,8,1.6135685927792485,-1.091089451179962
3,3,Monique Coleman,Louis van Amstel,Entertainer,25.0,0.14835164835164835,2,0.12524577013929236,5,8,4,1.6135685927792485,-0.2182178902359924
3,3,Joey Lawrence,Edyta Sliwinska,Entertainer,30.0,0.12087912087912088,4,0.12525215312833157,3,8,3,-0.28474739872574967,0.6546536707079772
3,3,Mario Lopez,Karina Smirnoff,Entertainer,32.0,0.12087912087912088,5,0.12524634854177302,4,8,2,-0.28474739872574967,0.2182178902359924
3,3,Emmitt Smith,Cheryl Burke,Athlete,37.0,0.1043956043956044,8,0.13237185621916325,1,8,1,-1.4237369936287483,1.5275252316519468
3,3,Willa Ford,Maksim Chmerkoskiy,Musician,25.0,0.12087912087912088,6,0.1251076996254333,6,8,7,-0.28474739872574967,-0.6546536707079772
3,3,Jerry Springer,Kym Johnson,Entertainer,62.0,0.11538461538461539,7,0.1263323448242082,2,8,5,-0.6644105970267489,1.091089451179962
3,4,Vivica A. Fox,Nick Kosovich,Entertainer,42.0,0.1348314606741573,4,0.13643283409879847,7,7,8,-0.5997601439040687,-1.5
3,4,Monique Coleman,Louis van Amstel,Entertainer,25.0,0.1348314606741573,5,0.1432767660042324,5,7,4,-0.5997601439040687,-0.5
3,4,Joey Lawrence,Edyta Sliwinska,Entertainer,30.0,0.15168539325842698,3,0.14333985822056713,3,7,3,0.659736158294473,0.5
3,4,Mario Lopez,Karina Smirnoff,Entertainer,32.0,0.16292134831460675,1,0.1432823785988034,4,7,2,1.4994003597601666,-0.0
3,4,Emmitt Smith,Cheryl Burke,Athlete,37.0,0.1348314606741573,6,0.14408917962677137,2,7,1,-0.5997601439040687,1.0
3,4,Willa Ford,Maksim Chmerkoskiy,Musician,25.0,0.15730337078651685,2,0.1419101932958491,6,7,7,1.0795682590273188,-1.0
3,4,Jerry Springer,Kym Johnson,Entertainer,62.0,0.12359550561797752,7,0.14766879015497825,1,7,5,-1.4394243453697626,1.5
3,5,Monique Coleman,Louis van Amstel,Entertainer,25.0,0.17197452229299362,1,0.1674143921690271,5,6,4,0.686802819743445,-0.8783100656536799
3,5,Joey Lawrence,Edyta Sliwinska,Entertainer,30.0,0.1592356687898089,5,0.16797445217953635,2,6,3,-0.961523947640823,0.8783100656536799
3,5,Mario Lopez,Karina Smirnoff,Entertainer,32.0,0.17197452229299362,2,0.16746427809427447,4,6,2,0.686802819743445,-0.29277002188455997
3,5,Emmitt Smith,Cheryl Burke,Athlete,37.0,0.17197452229299362,3,0.16756740094968176,3,6,1,0.686802819743445,0.29277002188455997
3,5,Willa Ford,Maksim Chmerkoskiy,Musician,25.0,0.17197452229299362,4,0.15523559767635164,6,6,7,0.686802819743445,-1.4638501094227998
3,5,Jerry Springer,Kym Johnson,Entertainer,62.0,0.15286624203821655,6,0.1743438789311287,1,6,5,-1.785687331332957,1.4638501094227998
3,6,Monique Coleman,Louis van Amstel,Entertainer,25.0,0.19491525423728814,4,0.19975571323592425,5,5,4,-0.18394180184548986,-1.414213562373095
3,6,Joey Lawrence,Edyta Sliwinska,Entertainer,30.0,0.2033898305084746,3,0.2000796844621032,3,5,3,0.12262786789699325,-0.0
3,6,Mario Lopez,Karina Smirnoff,Entertainer,32.0,0.23728813559322035,1,0.20014780660515277,2,5,2,1.3489065468669246,0.7071067811865475
3,6,Emmitt Smith,Cheryl Burke,Athlete,37.0,0.211864406779661,2,0.2001628680074139,1,5,1,0.4291975376394753,1.414213562373095
3,6,Jerry Springer,Kym Johnson,Entertainer,62.0,0.15254237288135594,5,0.1998539276894059,4,5,5,-1.7167901505579044,-0.7071067811865475
3,7,Monique Coleman,Louis van Amstel,Entertainer,25.0,0.2,4,0.1998280411853734,4,5,4,0.0,-0.7071067811865475
3,7,Joey Lawrence,Edyta Sliwinska,Entertainer,30.0,0.2111111111111111,1,0.20153647420539478,3,5,3,0.7233642332556174,-0.0
3,7,Mario Lopez,Karina Smirnoff,Entertainer,32.0,0.2074074074074074,3,0.20252334571060793,2,5,2,0.482242822170411,0.7071067811865475
3,7,Emmitt Smith,Cheryl Burke,Athlete,37.0,0.2111111111111111,2,0.20252557253434583,1,5,1,0.7233642332556174,1.414213562373095
3,7,Jerry Springer,Kym Johnson,Entertainer,62.0,0.17037037037037037,5,0.19358656636427804,5,5,5,-1.9289712886816495,-1.414213562373095
3,8,Monique Coleman,Louis van Amstel,Entertainer,25.0,0.24311926605504589,4,0.2379002055175217,4,4,4,-0.9999999999999998,-1.3416407864998738
3,8,Joey Lawrence,Edyta Sliwinska,Entertainer,30.0,0.24770642201834864,2,0.24950624156947074,3,4,3,-0.3333333333333319,-0.4472135954999579
3,8,Mario Lopez,Karina Smirnoff,Entertainer,32.0,0.26146788990825687,1,0.25629658173436104,2,4,2,1.6666666666666676,0.4472135954999579
3,8,Emmitt Smith,Cheryl Burke,Athlete,37.0,0.24770642201834864,3,0.2562969711786464,1,4,1,-0.3333333333333319,1.3416407864998738
3,9,Joey Lawrence,Edyta Sliwinska,Entertainer,30.0,0.3333333333333333,1,0.3070364949496626,3,3,3,0.0,-1.224744871391589
3,9,Mario Lopez,Karina Smirnoff,Entertainer,32.0,0.3333333333333333,2,0.34648171150647333,2,3,2,0.0,-0.0
3,9,Emmitt Smith,Cheryl Burke,Athlete,37.0,0.3333333333333333,3,0.34648179354386405,1,3,1,0.0,1.224744871391589
3,10,Mario Lopez,Karina Smirnoff,Entertainer,32.0,0.5,1,0.49999998694417236,2,2,2,0.0,-1.0
3,10,Emmitt Smith,Cheryl Burke,Athlete,37.0,0.5,2,0.5000000130558276,1,2,1,0.0,1.0
4,1,John Ratzenberger,Edyta Sliwinska,Entertainer,59.0,0.0825242718446602,8,0.090915298407593,3,11,6,-0.5361160155839451,0.8617274844321391
4,1,Ian Ziering,Cheryl Burke,Entertainer,42.0,0.10194174757281553,3,0.0909152628120212,4,11,4,0.7054158099788749,0.5457607401403548
4,1,Clyde Drexler,Elena Grinenko,Athlete,44.0,0.07766990291262135,9,0.0914294615735806,1,11,8,-0.846498971974651,1.4936609730157078
4,1,Laila Ali,Maksim Chmerkoskiy,Athlete,29.0,0.11165048543689321,2,0.0909152600443167,5,11,3,1.3261817227602857,0.2297939958485705
4,1,Apolo Anton Ohno,Julianne Hough,Athlete,24.0,0.10194174757281553,4,0.09091526004431073,5,11,1,0.7054158099788749,0.2297939958485705
4,1,Shandi Finnessey,Brian Fortuna,Model,28.0,0.09223300970873786,5,0.0908410986651906,10,11,10,0.08464989719746492,-1.3500397256103511
4,1,Paulina Porizkova,Alec Mazo,Model,41.0,0.09223300970873786,6,0.09040885381855136,11,11,11,0.08464989719746492,-1.6660064699021353
4,1,Heather Mills,Jonathan Roberts,Model,39.0,0.08737864077669903,7,0.09091511803322427,8,11,7,-0.22573305919324008,-0.7181062370267824
4,1,Billy Ray Cyrus,Karina Smirnoff,Musician,45.0,0.06310679611650485,11,0.09091530158382204,2,11,5,-1.7776478411467658,1.1776942287239234
4,1,Joey Fatone,Kym Johnson,Musician,30.0,0.11650485436893204,1,0.09091526004431351,5,11,2,1.6365646791509907,0.2297939958485705
4,1,Leeza Gibbons,Tony Dovolani,Entertainer,50.0,0.07281553398058252,10,0.09091382497307604,9,11,9,-1.156881928365356,-1.0340729813185667
4,2,John Ratzenberger,Edyta Sliwinska,Entertainer,59.0,0.08571428571428572,6,0.09098681494798068,2,11,6,-0.4968414086913722,1.1468811896721418
4,2,Ian Ziering,Cheryl Burke,Entertainer,42.0,0.08979591836734693,5,0.09098633900980814,7,11,4,-0.1064660161481509,-0.3916179672051215
4,2,Clyde Drexler,Elena Grinenko,Athlete,44.0,0.07346938775510205,11,0.09713905778889718,1,11,8,-1.6679675863210375,1.4545810210475945
4,2,Laila Ali,Maksim Chmerkoskiy,Athlete,29.0,0.11020408163265306,1,0.09098634934443191,4,11,3,1.8454109465679596,0.5314815269212365
4,2,Apolo Anton Ohno,Julianne Hough,Athlete,24.0,0.10612244897959183,2,0.09098634934444402,4,11,1,1.455035554024737,0.5314815269212365
4,2,Shandi Finnessey,Brian Fortuna,Model,28.0,0.08163265306122448,10,0.09009550928432844,10,11,10,-0.8872168012345948,-1.3147174613314794
4,2,Paulina Porizkova,Alec Mazo,Model,41.0,0.08571428571428572,7,0.08489415882971355,11,11,11,-0.4968414086913722,-1.622417292706932
4,2,Heather Mills,Jonathan Roberts,Model,39.0,0.09795918367346938,3,0.0909854256670436,8,11,7,0.674284768938293,-0.6993177985805742
4,2,Billy Ray Cyrus,Karina Smirnoff,Musician,45.0,0.08571428571428572,8,0.09098642003092723,3,11,5,-0.4968414086913722,0.8391813582966892
4,2,Joey Fatone,Kym Johnson,Musician,30.0,0.09795918367346938,4,0.09098634934443839,4,11,2,0.674284768938293,0.5314815269212365
4,2,Leeza Gibbons,Tony Dovolani,Entertainer,50.0,0.08571428571428572,9,0.09096722640798692,9,11,9,-0.4968414086913722,-1.0070176299560267
4,3,John Ratzenberger,Edyta Sliwinska,Entertainer,59.0,0.09174311926605505,9,0.10004782853845395,2,10,6,-0.7373087284671364,1.0937374832394613
4,3,Ian Ziering,Cheryl Burke,Entertainer,42.0,0.11009174311926606,1,0.10004062062320714,7,10,4,0.9011551125709445,-0.6152273343221969
4,3,Clyde Drexler,Elena Grinenko,Athlete,44.0,0.07339449541284404,10,0.1114305251255173,1,10,8,-2.375772569505217,1.4355304467517929
4,3,Laila Ali,Maksim Chmerkoskiy,Athlete,29.0,0.0963302752293578,6,0.1000406906151964,4,10,3,-0.32769276820761617,0.41015155621479804
4,3,Apolo Anton Ohno,Julianne Hough,Athlete,24.0,0.10550458715596331,5,0.10004069061518785,4,10,1,0.49153915231142425,0.41015155621479804
4,3,Shandi Finnessey,Brian Fortuna,Model,28.0,0.0963302752293578,7,0.08849474430900353,10,10,10,-0.32769276820761617,-1.6406062248591917
4,3,Heather Mills,Jonathan Roberts,Model,39.0,0.11009174311926606,2,0.10002961824664018,8,10,7,0.9011551125709445,-0.9570202978345286
4,3,Billy Ray Cyrus,Karina Smirnoff,Musician,45.0,0.0963302752293578,8,0.10004143632608196,3,10,5,-0.32769276820761617,0.7519445197271296
4,3,Joey Fatone,Kym Johnson,Musician,30.0,0.11009174311926606,3,0.1000406906151881,4,10,2,0.9011551125709445,0.41015155621479804
4,3,Leeza Gibbons,Tony Dovolani,Entertainer,50.0,0.11009174311926606,4,0.09979315498552357,9,10,9,0.9011551125709445,-1.2988132613468601
4,4,John Ratzenberger,Edyta Sliwinska,Entertainer,59.0,0.08421052631578947,7,0.11127273296409111,2,9,6,-1.1661462910958058,1.0327955589886446
4,4,Ian Ziering,Cheryl Burke,Entertainer,42.0,0.12631578947368421,3,0.11118636364010491,7,9,4,0.6591261645324125,-0.9036961141150639
4,4,Clyde Drexler,Elena Grinenko,Athlete,44.0,0.07894736842105263,9,0.1134964582406693,1,9,8,-1.3943053480493333,1.4200938936093863
4,4,Laila Ali,Maksim Chmerkoskiy,Athlete,29.0,0.11052631578947368,5,0.11118676580098645,4,9,3,-0.025351006328169574,0.25819888974716126
4,4,Apolo Anton Ohno,Julianne Hough,Athlete,24.0,0.1368421052631579,2,0.11118676580098957,4,9,1,1.1154442784394671,0.25819888974716126
4,4,Heather Mills,Jonathan Roberts,Model,39.0,0.12105263157894737,4,0.11105494193177452,8,9,7,0.4309671075788852,-1.2909944487358056
4,4,Billy Ray Cyrus,Karina Smirnoff,Musician,45.0,0.11052631578947368,6,0.11119590647446004,3,9,5,-0.025351006328169574,0.6454972243679029
4,4,Joey Fatone,Kym Johnson,Musician,30.0,0.14736842105263157,1,0.11118676580099174,4,9,2,1.5717623923465207,0.25819888974716126
4,4,Leeza Gibbons,Tony Dovolani,Entertainer,50.0,0.08421052631578947,8,0.10823329934593245,9,9,9,-1.1661462910958058,-1.6782927833565473
4,5,John Ratzenberger,Edyta Sliwinska,Entertainer,59.0,0.10227272727272728,6,0.1262060474200284,1,8,6,-0.7364596943186585,1.3194495349231488
4,5,Ian Ziering,Cheryl Burke,Entertainer,42.0,0.13636363636363635,4,0.125266657827503,6,8,4,0.36822984715932905,-0.7916697209538893
4,5,Clyde Drexler,Elena Grinenko,Athlete,44.0,0.07386363636363637,8,0.12351500401804515,8,8,8,-1.6570343122169822,-1.6361174233047047
4,5,Laila Ali,Maksim Chmerkoskiy,Athlete,29.0,0.1590909090909091,2,0.12527011709495264,3,8,3,1.104689541477988,0.4750018325723336
4,5,Apolo Anton Ohno,Julianne Hough,Athlete,24.0,0.17045454545454544,1,0.12527011709495167,3,8,1,1.472919388637317,0.4750018325723336
4,5,Heather Mills,Jonathan Roberts,Model,39.0,0.11931818181818182,5,0.12383123849135201,7,8,7,-0.18411492357966452,-1.213893572129297
4,5,Billy Ray Cyrus,Karina Smirnoff,Musician,45.0,0.09659090909090909,7,0.12537070095821554,2,8,5,-0.9205746178983235,0.8972256837477413
